Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1,8,3,10,1,1,2,14,17,7,13,1,0,0,1,0,1,29,0,0,5,10,0,9.68521016416955,0,0,6,10,1,5.85708772753966,0,11.1,-0.8,-4.06
1,1,1,14,1,9,1,25,1,5,4,0,0,0,1,1,0,20,0,0,9,5,8,8.89228417633927,0,0,9,4,2,16.4435608900903,0,10.8,0.3,2.02
1,12,2,15,1,9,1,20,28,8,1,1,0,0,1,0,0,17,0,1,8,9,0,16.8504064102669,0,0,10,10,3,17.8961989643268,0,7.6,2.6,-1.7
1,8,5,2,1,1,3,24,6,7,12,1,0,0,1,0,1,21,0,0,5,13,5,11.9400800732103,0,0,6,7,5,15.3507517596801,0,9.4,-0.3,1.79
4,1,1,15,1,1,3,14,23,1,1,0,0,0,1,1,0,17,0,0,7,8,8,11.8072684011543,0,0,2,13,7,2.95293613861798,0,13.9,-0.8,0.32
1,8,1,5,0,1,1,12,28,11,10,1,0,0,1,0,0,24,0,2,10,5,2,7.7073924553223,0,0,5,9,9,12.0816188903221,0,12.4,0.5,-0.92
1,1,1,7,1,1,1,2,17,6,10,0,0,1,1,0,0,30,0,2,6,4,7,3.58102067819589,0,0,8,8,4,3.96252621195149,0,9.4,0.5,-1.7
1,12,1,7,1,1,1,21,22,9,6,0,0,0,1,0,0,29,0,0,7,6,5,17.5063636159146,0,0,8,11,4,10.6592803583599,0,7.6,0.6,-4.06
1,8,1,15,1,1,1,9,12,4,7,1,0,0,1,1,0,19,0,2,7,10,7,10.0633068081041,0,0,7,14,5,9.57308112956073,0,11.1,0.5,0.79
1,1,1,4,1,14,3,6,17,9,15,1,0,0,1,0,0,24,1,4,6,7,4,8.7227152802956,0,0,7,8,4,13.4861930801737,0,8.9,0.5,0.32
1,8,2,12,1,14,1,21,31,8,16,1,0,1,0,1,0,17,0,3,11,15,6,8.3771452826355,0,0,3,7,5,3.81853445690178,0,11.1,3.7,1.79
1,8,1,12,1,1,1,5,19,13,11,1,0,0,1,0,0,31,0,0,5,19,9,18.7737505368308,0,0,7,13,6,13.6774647598607,0,10.8,-0.8,-3.12
1,8,1,5,1,1,1,11,16,4,9,0,0,0,1,0,0,25,0,0,4,19,7,15.1081748646475,0,0,5,10,3,11.289190934727,0,9.4,0.6,0.79
1,1,1,10,1,1,1,1,19,6,9,0,0,0,1,1,0,17,0,0,9,11,3,7.93861654384411,0,0,8,2,7,10.0381429786756,0,16.2,3.7,0.79
1,14,1,12,1,1,1,10,32,7,1,1,0,0,1,0,0,17,0,4,3,9,9,9.90691671676143,0,0,9,8,12,7.8416046397687,0,7.6,1.4,-4.06
1,1,1,7,1,1,2,7,17,11,3,1,0,0,1,0,0,18,0,0,6,5,2,9.42160350020616,0,0,9,6,1,14.7758508572607,0,12.4,1.4,-3.12
1,8,1,2,0,1,1,1,13,7,6,0,0,0,1,0,0,19,0,3,4,7,5,15.4918537456139,0,0,9,8,6,8.49213627053414,0,10.8,0.5,0.32
1,9,2,17,1,16,3,8,14,10,1,1,0,1,1,0,0,24,0,0,7,5,5,9.22536591762694,0,1,5,10,6,1.97506788918732,0,10.8,1.4,1.74
1,8,1,5,0,1,1,11,14,11,3,1,0,0,1,0,0,23,0,0,3,5,8,4.19036653335802,0,0,6,16,6,14.5142035265046,1,10.8,2.6,-0.92
1,12,3,10,1,1,1,17,5,13,1,0,0,0,1,0,1,26,0,0,5,14,4,4.62178126945208,0,0,9,6,10,18.5714285714286,0,12.7,1.4,-3.12
1,9,1,10,1,1,2,17,3,15,7,0,0,0,1,1,0,31,0,0,4,4,2,17.5597378448524,0,5,9,6,4,4.52931658456428,0,16.2,-0.8,2.02
1,1,1,12,1,1,2,1,15,9,5,0,0,0,1,0,1,17,0,3,2,2,1,10.8264484221868,0,5,8,0,8,4.99478972621038,0,10.8,-0.3,0.79
1,8,1,15,1,1,4,15,17,4,9,1,0,0,1,0,0,24,0,2,8,8,4,11.3989109367063,0,0,6,17,5,13.5669484436265,0,12.4,0.3,0.79
1,1,1,3,1,1,2,1,16,11,1,1,0,0,1,0,0,17,0,0,7,12,7,9.78422373423479,0,0,8,17,5,7.88506628048339,0,8.9,0.5,-1.7
1,8,3,14,1,1,1,4,17,5,1,0,0,0,1,0,0,17,0,3,9,13,2,13.7530131412415,0,0,9,3,10,11.2398474633443,0,10.8,-0.3,-3.12
2,13,1,12,1,1,2,1,23,4,6,0,0,0,1,0,0,17,0,3,8,7,0,16.4920280093304,0,0,1,7,5,1.56326186557777,0,15.5,2.8,3.51
1,1,1,6,1,1,3,29,3,4,17,1,0,0,1,0,0,17,0,0,6,11,7,0.916124259891289,0,0,4,11,10,5.28206133202489,0,12.4,1.4,0.32
1,9,1,9,0,1,1,26,25,4,7,1,0,0,1,0,0,18,0,0,4,9,0,11.4461067081811,0,0,7,16,0,16.5568323885542,0,12.7,1.4,2.02
1,8,1,17,0,1,1,10,23,8,13,0,0,0,1,1,1,17,0,2,6,9,10,16.0414092711449,2,0,5,3,4,18.5714285714286,0,12.4,2.6,2.02
1,12,2,4,1,1,1,15,6,9,3,1,0,1,1,0,0,19,0,0,9,5,6,15.1394206647298,0,0,2,8,0,0,0,9.4,2.6,-3.12
1,1,1,5,1,1,2,26,6,4,7,1,0,0,1,1,0,29,0,1,5,5,7,10.3694045282656,0,0,5,8,6,10.7548023515862,0,11.1,-0.8,-3.12
2,12,4,12,1,1,1,15,21,12,2,0,0,0,1,1,0,22,0,0,7,11,9,6.71796157703024,0,1,2,10,4,9.85786018679903,0,7.6,2.8,1.79
2,12,3,17,1,1,1,18,21,3,13,1,0,1,1,1,0,24,1,2,2,7,7,11.5101820908227,0,0,8,1,5,12.4481696798005,0,7.6,0.5,1.79
1,1,1,12,1,1,2,15,29,7,9,1,0,0,1,0,1,30,0,0,6,7,2,4.03397873032025,0,0,7,12,9,14.7630526474887,0,12.7,0.3,-3.12
1,1,2,8,1,1,1,11,6,2,4,1,0,0,1,0,0,27,0,0,7,8,11,7.35768277087136,0,0,8,11,6,11.0146824266505,0,12.7,-0.3,1.79
1,15,1,9,1,1,2,10,23,4,3,1,0,0,1,0,1,22,0,2,5,10,5,9.7046793136877,0,1,8,12,6,8.96756525262388,0,12.7,2.6,-0.92
1,9,1,9,1,1,2,7,2,4,10,0,0,0,1,0,0,19,0,4,8,0,0,10.7778840397203,0,0,10,4,4,12.6894132835061,0,8.9,2.6,1.79
1,1,1,9,1,14,1,12,1,8,12,1,0,0,1,0,0,18,0,0,2,8,5,5.3181522654941,0,0,3,10,4,18.5714285714286,0,7.6,-0.3,1.74
1,15,2,3,1,1,1,25,9,1,15,1,0,1,1,0,0,28,0,1,6,16,8,9.43515660746582,0,0,8,10,9,9.25142433467703,0,10.8,2.8,0.32
1,8,3,7,1,1,1,17,9,9,11,1,0,1,1,0,1,17,0,0,12,7,5,6.28876351960427,0,2,7,13,1,5.27582486918204,0,7.6,1.4,1.74
1,12,1,7,1,15,2,1,27,1,1,1,0,0,1,0,0,24,0,0,12,13,7,0,0,0,6,13,8,8.26526957650473,0,9.4,2.6,-3.12
1,1,1,8,1,1,2,14,12,7,8,1,0,0,1,0,0,19,0,0,7,8,2,7.16243463559467,0,0,7,4,6,11.1002823840603,0,11.1,1.4,1.79
1,1,6,1,1,1,1,13,9,8,3,1,0,0,1,0,0,25,0,0,5,10,4,10.7785303629297,0,0,7,10,5,8.56091140599016,1,11.1,2.6,2.02
1,1,1,7,1,1,1,29,6,7,8,0,0,0,1,1,1,17,0,2,6,11,5,2.82971443610254,0,0,6,11,0,3.84519539410139,0,11.1,-0.8,3.51
1,15,1,12,1,1,2,17,7,2,6,1,0,0,1,1,0,29,0,0,10,8,7,8.02019543401354,0,0,9,13,3,9.15563020073096,0,9.4,0.6,0.32
1,12,1,6,1,1,2,23,34,8,9,1,0,0,1,0,0,24,0,0,5,16,10,13.8927969890307,0,0,7,16,4,12.4236765929835,0,13.9,1.4,-3.12
1,12,1,15,1,1,1,12,34,11,11,0,0,0,1,0,1,21,0,1,6,5,4,12.7263451480885,0,0,7,15,5,12.7125284170565,0,7.6,-0.8,-3.12
1,8,1,15,1,1,1,18,16,10,10,0,0,0,0,1,0,17,0,1,6,6,7,10.9045618933451,0,1,10,3,4,15.8644634660833,0,12.7,1.4,1.79
1,12,2,9,1,14,3,15,12,8,5,1,0,0,0,1,1,29,0,0,7,11,8,9.83475976925673,0,0,4,14,6,5.26961899821784,8,10.8,1.4,0.79
1,1,1,12,1,1,1,10,17,1,8,1,0,0,1,0,1,30,0,6,9,2,0,18.875,0,0,5,6,4,5.37528106686355,0,10.8,2.8,-1.7
1,12,1,14,1,1,1,23,34,1,1,1,0,0,1,0,0,17,0,0,7,3,6,16.0947821516135,0,0,6,9,0,10.7991578310663,0,15.5,1.4,-1.7
1,12,1,17,1,1,3,12,28,1,10,1,0,0,1,1,0,28,0,0,2,7,0,13.3448835325504,0,0,5,9,9,10.8466486087426,0,10.8,3.7,3.51
1,16,1,12,1,12,2,6,24,8,7,0,0,0,1,1,1,33,0,6,5,4,9,4.68455112680743,0,0,4,10,4,13.8742714247603,1,7.6,0.3,0.79
1,8,3,15,1,1,3,21,28,9,1,0,0,1,1,1,0,24,0,4,7,11,7,18.8534536545284,0,0,8,6,6,13.0742652816773,0,9.4,2.8,1.74
2,1,1,4,0,1,1,18,18,4,10,0,0,0,1,0,1,17,0,2,5,4,6,14.7776155712329,0,0,4,3,4,8.53226664206127,0,12.7,3.7,-0.92
1,16,5,6,1,1,2,18,15,10,9,1,0,0,1,0,0,17,0,0,6,6,6,11.7756315615641,0,0,5,7,3,15.5156881043988,0,16.2,2.8,2.02
1,8,1,8,1,14,4,20,34,8,12,0,0,1,1,1,1,31,0,0,1,6,5,10.3937894484415,0,0,6,13,12,6.87921816070909,0,12.4,-0.3,1.74
1,4,1,9,1,1,2,1,21,6,5,1,0,0,1,0,0,19,0,0,3,12,3,18.875,0,0,8,17,0,10.8612829851634,1,7.6,0.3,1.74
1,8,1,10,1,1,1,19,9,14,12,1,0,0,1,0,0,34,0,0,4,13,2,13.7896434021104,0,0,9,15,5,4.11425506123166,0,10.8,1.4,0.79
1,12,3,15,1,1,1,15,8,5,4,1,0,0,1,0,0,20,0,0,7,8,7,0,0,0,5,6,3,13.6043449971906,0,8.9,0.5,-3.12
1,8,1,14,1,1,5,23,1,5,1,0,0,0,0,0,0,17,0,3,8,14,5,12.9176032212145,0,5,5,12,3,13.2891638767677,0,7.6,0.5,-3.12
1,1,1,15,0,14,1,9,22,9,8,1,0,0,1,0,0,22,0,0,7,8,7,9.06339254598908,0,0,2,9,4,18.5714285714286,0,7.6,0.6,0.32
1,15,2,3,1,1,1,7,12,11,8,1,0,1,1,1,0,21,0,0,13,5,0,14.8622733598897,0,0,6,2,1,10.4669847042703,0,10.8,0.3,-4.06
1,8,6,15,1,1,1,1,17,6,2,1,0,0,1,0,0,24,0,1,6,11,0,13.0635668115999,0,0,6,9,1,18.5714285714286,0,12.4,0.5,2.02
1,12,1,16,1,1,3,11,9,5,2,1,0,0,1,0,1,31,0,4,4,10,8,3.29413726577758,0,0,5,4,7,8.4323758068156,0,12.4,0.5,0.79
1,14,1,10,1,1,1,13,1,12,10,1,0,0,1,0,0,27,0,0,6,2,5,10.4146257449172,0,0,3,8,1,2.95411631792632,0,7.6,-0.8,-3.12
1,7,2,12,1,15,1,20,7,5,5,0,0,0,1,0,1,17,0,0,8,6,4,0.0860718378116374,0,0,5,10,6,0.952357072893864,0,7.6,-0.8,1.79
1,1,1,11,1,14,3,4,23,16,11,1,0,0,1,1,0,27,0,1,8,3,11,9.34634093754015,0,0,6,11,4,11.3828211144032,0,12.4,-0.3,-1.7
1,1,1,16,1,1,3,2,23,3,17,0,0,1,1,0,0,17,0,3,9,13,4,6.97804068171759,2,0,10,7,8,9.62998505109314,0,12.7,0.5,-4.06
1,16,1,12,0,1,1,1,1,3,13,1,0,0,1,0,0,26,0,0,6,9,0,11.6225108735241,0,0,5,7,6,7.25449833013386,0,8.9,1.4,1.79
1,12,2,2,1,1,2,3,14,6,1,1,0,1,1,0,1,17,0,4,6,10,3,11.8651350664171,0,0,4,16,0,11.2531454615632,0,9.4,2.6,2.02
1,12,1,2,1,1,1,19,1,5,9,0,0,0,1,0,0,26,0,3,7,0,1,1.14480577436346,0,0,4,2,3,15.4689609530989,0,9.4,3.7,1.74
1,12,1,10,1,9,1,23,30,9,12,0,0,0,1,1,1,21,0,2,7,4,2,9.46668491155796,3,1,7,6,9,13.2663039631392,0,9.4,-0.8,1.79
1,1,2,1,1,1,2,15,4,8,16,0,0,0,1,0,0,30,0,3,6,7,10,5.58917830099439,0,0,8,1,6,18.5714285714286,0,7.6,1.4,2.02
1,12,1,17,0,1,3,18,12,6,4,1,0,0,1,1,1,29,0,3,5,8,5,16.7023489415927,0,0,9,6,5,8.60939905281223,0,10.8,2.6,-0.92
1,13,1,11,1,14,3,1,14,12,7,1,0,0,1,0,0,21,0,0,5,10,9,12.3647164879159,0,0,9,13,4,18.5714285714286,0,9.4,3.7,1.79
1,12,1,4,1,1,2,1,34,2,13,1,0,0,1,1,0,24,0,7,9,4,4,0.648338160992461,0,0,7,4,5,16.1398110983216,0,7.6,-0.8,-1.7
1,1,1,10,1,1,2,13,7,7,4,1,0,0,1,0,0,17,0,6,4,7,9,2.81200333991425,0,0,4,10,1,8.42202758945878,4,12.4,-0.3,-4.06
1,8,1,12,0,1,3,15,18,7,6,0,0,0,1,1,0,33,1,2,9,7,8,7.18726153518268,0,0,11,15,7,10.7447637421994,0,8.9,-0.8,-3.12
1,15,1,14,1,1,1,1,1,5,7,0,0,0,1,1,1,23,0,3,7,8,7,10.9675880671018,1,0,5,12,5,3.12043747546854,0,11.1,-0.8,-0.92
1,1,1,10,1,9,2,2,15,7,8,0,0,0,1,0,1,26,0,0,1,8,5,14.6365020954492,0,0,10,11,7,5.82411492388684,0,7.6,2.8,-4.06
1,12,1,15,0,1,1,6,1,3,15,0,0,0,1,0,0,17,0,2,6,6,4,3.91926213443452,0,0,6,5,8,11.4621273129884,0,7.6,1.4,1.74
1,12,1,12,1,1,3,24,10,1,13,1,0,0,1,0,0,32,0,0,8,3,4,9.92468303300526,0,4,5,4,3,0,0,7.6,0.3,0.79
1,1,2,17,0,1,5,17,8,11,11,0,0,0,1,1,0,19,0,2,7,5,4,2.43604483106675,0,0,7,3,2,13.4868601233842,0,8.9,-0.8,0.32
1,15,1,10,1,1,2,1,1,10,11,0,0,0,1,1,0,22,0,0,7,11,8,15.8061557822312,0,4,9,6,3,9.26412690880462,1,11.1,3.7,3.51
4,1,1,17,1,1,2,14,12,3,9,0,0,0,1,0,0,17,0,0,3,12,4,7.08919147563442,0,0,6,9,0,4.08150310832713,0,10.8,1.4,1.79
1,1,3,4,1,1,1,19,28,7,10,1,0,0,1,0,0,19,0,0,6,10,3,16.2456987975683,1,3,7,15,5,4.86112984004695,0,11.1,3.7,1.74
2,8,1,12,1,1,2,13,6,10,12,1,0,0,1,1,0,17,0,5,3,6,0,6.0746575357305,0,0,8,6,2,3.86039660735252,0,8.9,0.6,2.02
1,8,1,9,1,1,1,1,11,9,12,1,0,0,1,0,1,22,0,0,8,11,6,10.3337364880305,0,0,3,10,4,1.07075967421638,0,16.2,0.6,-0.92
1,1,1,4,1,1,1,29,1,4,1,1,0,0,1,1,0,20,0,0,13,3,4,15.3190738991072,0,4,10,7,4,13.2500912089669,0,11.1,0.6,1.74
1,14,1,14,1,1,1,28,20,9,1,1,0,0,1,1,0,23,0,3,11,0,5,13.3458302204838,0,0,6,9,2,14.122820617862,0,8.9,2.6,1.74
1,1,1,14,1,1,1,1,22,1,12,0,1,0,1,0,0,27,0,4,8,4,6,5.421808164934,0,0,5,5,5,10.207219364578,0,12.4,2.8,-1.7
2,1,1,12,1,1,1,1,17,1,9,1,0,0,1,1,0,27,0,4,3,12,1,15.6627903498737,0,0,9,9,2,5.9789283818033,0,9.4,-0.8,3.51
1,12,1,6,1,1,4,5,22,4,7,1,0,0,1,0,0,17,0,2,6,5,5,8.12946214075901,0,0,7,17,10,3.76385053526838,0,12.4,-0.8,-3.12
1,8,1,11,1,1,1,17,2,4,7,1,0,0,0,0,1,17,0,4,2,4,4,9.5200657165157,0,0,9,12,8,9.06724702329899,0,16.2,0.6,-3.12
1,1,1,8,1,1,1,29,27,14,6,0,0,0,1,0,0,18,0,3,3,12,11,13.0555642457559,0,0,7,12,5,5.32886151208765,0,13.9,2.6,0.79
1,7,1,15,1,1,3,23,34,6,5,1,0,0,0,1,0,23,0,3,5,12,1,9.29768052017979,0,0,5,7,5,9.87104057002333,0,16.2,0.5,-0.92
1,1,1,17,1,1,3,20,12,13,13,0,0,1,1,1,0,31,0,0,4,6,8,9.09474986163515,3,0,6,10,0,18.5714285714286,0,15.5,0.6,1.74
1,1,4,11,0,1,3,11,25,7,7,0,0,1,1,1,0,17,0,4,7,11,4,12.9056854521131,0,0,3,12,6,2.67875872504694,0,16.2,1.4,-0.92
1,12,1,9,1,1,1,27,6,4,8,0,0,0,1,0,0,30,0,0,10,11,6,18.0601159283019,0,0,1,4,8,9.41579351413854,0,13.9,0.6,1.74
1,15,1,15,1,1,2,13,29,2,4,1,0,0,1,0,1,43,0,2,3,11,0,11.6962984637959,0,4,5,7,4,2.91931145350205,0,12.7,1.4,1.79
1,15,1,15,1,1,2,9,5,7,6,1,0,0,1,0,0,29,0,1,8,9,4,13.7499461732962,0,0,6,7,3,2.80337998604138,0,13.9,2.8,-3.12
1,8,1,2,0,1,1,1,5,5,10,1,0,0,1,0,0,21,0,2,8,5,8,4.70466407279815,0,0,7,9,1,8.76142269257012,0,9.4,-0.3,-1.7
1,12,1,10,1,1,1,1,17,9,13,0,0,0,1,1,0,26,0,4,6,4,1,12.130380784672,0,0,7,13,5,18.5714285714286,0,16.2,1.4,2.02
4,15,1,12,1,1,2,4,27,6,8,1,0,0,0,0,0,17,0,0,5,8,12,9.58868176937432,0,0,8,12,7,7.1451842082559,0,12.7,3.7,-0.92
1,1,1,9,1,1,1,10,27,15,13,1,0,0,1,0,1,17,0,0,10,12,1,18.875,0,0,3,9,8,7.23211411830504,0,12.4,2.6,2.02
1,14,1,11,0,1,3,11,34,3,13,1,0,0,1,0,0,24,0,5,3,13,4,5.22147847786176,0,1,9,3,8,18.5714285714286,0,13.9,0.3,1.74
1,8,1,6,1,1,2,12,6,5,11,1,0,0,1,1,0,17,0,1,6,11,4,15.6007017030997,0,0,6,5,7,4.46371320716016,0,7.6,-0.8,-4.06
1,1,2,9,0,12,1,21,5,9,4,0,0,1,1,0,0,17,0,4,5,4,6,0,0,0,3,8,5,8.26265831501177,0,12.4,-0.8,-4.06
1,4,1,2,1,1,2,12,21,12,3,1,0,0,1,1,0,18,0,2,8,6,2,16.4685381879035,0,0,4,4,2,7.24849549084976,0,12.7,-0.8,-3.12
1,12,1,3,1,14,1,12,29,10,13,0,0,0,1,0,0,20,0,2,2,11,3,12.8880187784345,0,5,4,16,4,3.87142457067643,3,15.5,-0.8,0.32
1,1,1,3,1,1,1,10,1,6,12,1,0,0,1,1,0,19,1,1,6,12,0,10.2438834655455,0,0,6,9,4,9.38326191738752,0,13.9,2.6,-1.7
1,1,1,9,1,1,1,27,9,8,6,0,0,0,1,0,1,20,0,3,7,14,6,9.11568999950005,0,0,7,4,6,8.6824615119825,0,10.8,0.5,-0.92
1,13,1,17,1,1,1,7,3,12,9,0,0,0,1,0,0,19,0,0,1,6,5,4.26223347942248,0,0,7,8,2,1.48240323761739,0,7.6,1.4,1.79
1,1,1,13,1,1,1,5,31,3,3,1,0,1,1,0,1,31,0,1,8,9,8,8.68390133579092,0,0,7,9,5,4.94819090064147,0,7.6,0.5,2.02
1,13,1,6,1,3,1,16,1,2,8,1,0,0,1,1,1,20,0,2,5,6,6,18.875,1,0,8,8,7,10.7727163108831,0,12.7,-0.3,3.51
1,1,1,10,1,1,1,3,15,7,11,0,0,0,1,1,0,26,0,3,5,9,3,10.2004115107388,0,0,4,9,0,8.96865395011442,0,9.4,1.4,2.02
2,1,3,12,1,1,4,12,12,11,16,0,0,0,1,1,1,20,0,0,10,4,7,1.68478747080096,0,0,8,9,0,11.2770814999589,0,12.4,-0.8,-4.06
1,12,2,8,1,6,5,1,4,9,8,0,0,0,0,1,0,17,0,0,10,6,4,13.1856458328011,0,0,3,4,0,3.83807456407748,0,12.7,0.5,-4.06
1,1,2,6,1,1,1,16,23,9,1,0,0,0,0,0,1,30,0,0,4,9,2,6.47860456224521,0,0,7,2,4,18.5714285714286,0,12.4,-0.3,3.51
1,1,1,6,1,12,1,2,9,6,7,1,0,0,1,0,0,17,0,4,9,6,1,14.530239899695,0,0,3,10,5,0,0,16.2,0.6,1.74
1,1,1,5,0,1,1,1,16,7,6,0,0,0,1,1,1,24,0,0,8,10,7,17.4114817016573,0,0,7,8,10,2.77670981381849,0,10.8,1.4,-1.7
1,12,1,9,1,1,2,5,1,8,7,0,0,0,1,0,0,32,0,2,2,5,6,10.6707774262372,0,2,6,9,0,10.4652578173185,0,12.4,2.8,-4.06
1,1,1,2,1,1,5,18,8,8,13,0,0,0,1,1,1,17,1,3,7,11,4,15.8131823015746,0,0,6,8,5,2.2613061391284,0,10.8,0.6,-4.06
1,12,3,5,1,14,1,13,3,1,2,1,0,0,0,1,1,17,0,0,5,2,4,9.94463678308851,0,0,7,10,8,5.06061703675009,0,9.4,1.4,1.74
1,8,1,10,1,1,4,15,19,6,10,1,0,0,1,0,0,26,0,2,7,4,5,13.3426284925577,0,0,5,3,7,13.8232070706314,0,12.7,0.6,0.32
1,15,1,11,1,1,1,7,19,10,10,1,0,0,1,1,1,21,0,2,7,9,6,11.4664035372635,0,0,6,13,7,0,0,16.2,2.6,1.74
1,8,1,12,1,1,2,1,1,13,7,1,0,0,1,1,0,17,0,0,6,5,11,11.8158622600806,0,0,10,9,0,13.9234792203923,5,9.4,0.6,1.79
1,9,1,13,1,1,1,15,7,1,11,0,0,0,1,0,0,19,0,1,7,4,8,13.8572993170812,0,0,3,0,5,13.0449084894203,0,8.9,3.7,-0.92
1,8,5,4,1,1,2,17,15,5,1,1,0,0,1,0,1,22,0,0,6,6,0,4.47539449339836,0,0,3,10,8,2.81439884127128,0,10.8,-0.8,1.74
2,15,2,17,1,15,2,8,28,6,5,1,0,0,1,0,0,34,0,0,7,8,4,7.8801509322453,0,0,6,11,1,7.77746112360552,0,7.6,1.4,0.79
5,1,1,14,0,1,1,1,20,9,10,0,0,1,1,0,0,31,0,1,4,7,9,11.6938459976786,0,0,5,6,6,13.9018000351318,0,12.4,0.5,1.74
1,8,2,10,1,1,2,14,13,11,8,0,0,1,1,1,0,31,0,1,6,4,5,13.1465512861636,0,0,4,11,4,2.36937412595964,0,10.8,1.4,0.79
1,1,2,9,0,1,3,29,12,10,9,0,0,0,1,1,0,18,0,1,9,13,3,9.24897137623943,0,0,11,4,0,5.52075175774348,0,8.9,-0.8,-4.06
1,1,1,12,1,1,2,21,3,10,13,1,0,0,1,0,0,22,0,0,7,3,5,12.7584265436463,0,0,9,7,3,11.7211590136584,0,13.9,1.4,1.74
1,8,1,7,1,3,3,1,32,9,13,1,0,0,1,0,0,17,0,2,5,2,5,5.8218067076968,1,0,5,11,10,4.09057493603755,1,12.4,0.5,0.32
1,1,6,12,1,1,1,28,15,6,6,1,0,1,1,0,0,29,0,5,3,10,5,7.23229618905335,0,0,8,4,2,9.78512121437135,0,10.8,0.3,2.02
1,1,5,12,1,1,1,19,1,5,14,1,0,0,0,0,0,30,0,4,7,15,4,8.94737883941156,0,0,4,1,3,8.49634195908668,0,13.9,0.3,-3.12
2,8,1,12,1,1,1,19,10,13,7,0,0,0,1,0,0,30,0,2,5,9,3,13.5001780489395,0,0,6,5,0,10.1718010936983,0,8.9,0.6,-3.12
1,1,1,9,1,1,1,6,7,1,8,1,0,0,1,1,0,19,0,0,6,16,1,17.5134619579712,0,0,8,8,9,0.0620097049339368,0,12.7,2.8,-4.06
1,14,4,12,0,1,2,25,3,12,7,1,0,0,1,0,0,19,0,2,4,12,4,8.89571067309631,0,0,4,10,4,17.7672581909127,0,10.8,0.6,-4.06
1,1,1,9,1,1,1,15,9,7,1,0,0,1,1,1,0,21,0,0,5,8,3,9.56278120351954,0,0,5,10,10,9.06561971756105,0,10.8,0.5,-1.7
1,4,1,15,1,14,1,21,7,9,10,0,0,0,1,0,0,17,0,2,8,3,2,11.8457580688208,0,0,10,7,9,11.6537472491456,0,9.4,0.6,0.79
1,12,2,8,1,9,4,13,1,11,7,1,0,0,1,1,0,17,0,1,4,17,7,11.6511158847416,0,0,10,9,4,9.80037762595206,4,9.4,0.6,3.51
